policy,dataset,subject,patch_index,start_x,start_y,start_z,nodes,edges,topology_nodes,degree2_nodes,boundary_nodes
radius_2x_c095,topbrain,topcow_mr_024,581,400,200,40,2,1,0,0,2
radius_2x_c095,topbrain,topcow_mr_024,582,400,200,80,13,9,3,5,5
radius_2x_c095,topbrain,topcow_mr_024,583,400,200,85,13,9,4,5,4
radius_2x_c095,topbrain,topcow_mr_024,584,400,240,0,4,3,1,2,1
radius_2x_c095,topbrain,topcow_mr_024,585,400,240,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,586,400,240,80,8,6,1,4,3
radius_2x_c095,topbrain,topcow_mr_024,587,400,240,85,8,6,1,4,3
radius_2x_c095,topbrain,topcow_mr_024,588,400,280,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,589,400,280,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,590,400,280,80,7,5,2,3,2
radius_2x_c095,topbrain,topcow_mr_024,591,400,280,85,7,5,2,3,2
radius_2x_c095,topbrain,topcow_mr_024,592,400,320,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,593,400,320,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,594,400,320,80,3,2,1,1,1
radius_2x_c095,topbrain,topcow_mr_024,595,400,320,85,3,2,1,1,1
radius_2x_c095,topbrain,topcow_mr_024,596,400,360,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,597,400,360,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,598,400,360,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,599,400,360,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,600,400,400,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,601,400,400,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,602,400,400,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,603,400,400,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,604,400,440,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,605,400,440,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,606,400,440,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,607,400,440,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,608,400,480,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,609,400,480,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,610,400,480,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,611,400,480,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,612,400,506,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,613,400,506,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,614,400,506,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,615,400,506,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,616,411,0,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,617,411,0,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,618,411,0,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,619,411,0,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,620,411,40,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,621,411,40,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,622,411,40,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,623,411,40,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,624,411,80,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,625,411,80,40,3,2,0,1,2
radius_2x_c095,topbrain,topcow_mr_024,626,411,80,80,2,1,0,0,2
radius_2x_c095,topbrain,topcow_mr_024,627,411,80,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,628,411,120,0,2,1,0,0,2
radius_2x_c095,topbrain,topcow_mr_024,629,411,120,40,12,10,1,8,3
radius_2x_c095,topbrain,topcow_mr_024,630,411,120,80,15,12,2,9,4
radius_2x_c095,topbrain,topcow_mr_024,631,411,120,85,15,12,2,9,4
radius_2x_c095,topbrain,topcow_mr_024,632,411,160,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,633,411,160,40,5,3,1,1,3
radius_2x_c095,topbrain,topcow_mr_024,634,411,160,80,17,12,3,7,7
radius_2x_c095,topbrain,topcow_mr_024,635,411,160,85,17,12,4,7,6
radius_2x_c095,topbrain,topcow_mr_024,636,411,200,0,9,8,2,7,0
radius_2x_c095,topbrain,topcow_mr_024,637,411,200,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,638,411,200,80,12,8,3,4,5
radius_2x_c095,topbrain,topcow_mr_024,639,411,200,85,12,8,4,4,4
radius_2x_c095,topbrain,topcow_mr_024,640,411,240,0,9,8,1,7,1
radius_2x_c095,topbrain,topcow_mr_024,641,411,240,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,642,411,240,80,7,5,1,3,3
radius_2x_c095,topbrain,topcow_mr_024,643,411,240,85,7,5,1,3,3
radius_2x_c095,topbrain,topcow_mr_024,644,411,280,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,645,411,280,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,646,411,280,80,6,4,2,2,2
radius_2x_c095,topbrain,topcow_mr_024,647,411,280,85,6,4,2,2,2
radius_2x_c095,topbrain,topcow_mr_024,648,411,320,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,649,411,320,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,650,411,320,80,3,2,1,1,1
radius_2x_c095,topbrain,topcow_mr_024,651,411,320,85,3,2,1,1,1
radius_2x_c095,topbrain,topcow_mr_024,652,411,360,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,653,411,360,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,654,411,360,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,655,411,360,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,656,411,400,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,657,411,400,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,658,411,400,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,659,411,400,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,660,411,440,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,661,411,440,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,662,411,440,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,663,411,440,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,664,411,480,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,665,411,480,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,666,411,480,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,667,411,480,85,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,668,411,506,0,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,669,411,506,40,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,670,411,506,80,0,0,0,0,0
radius_2x_c095,topbrain,topcow_mr_024,671,411,506,85,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,0,0,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,1,0,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,2,0,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,3,0,0,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,4,0,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,5,0,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,6,0,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,7,0,40,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,8,0,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,9,0,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,10,0,80,80,9,8,0,7,2
radius_1p5x_c095,topbrain,topcow_mr_027,11,0,80,117,20,19,0,18,2
radius_1p5x_c095,topbrain,topcow_mr_027,12,0,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,13,0,120,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,14,0,120,80,9,6,3,3,3
radius_1p5x_c095,topbrain,topcow_mr_027,15,0,120,117,19,14,4,9,6
radius_1p5x_c095,topbrain,topcow_mr_027,16,0,160,0,13,12,0,11,2
radius_1p5x_c095,topbrain,topcow_mr_027,17,0,160,40,17,16,1,15,1
radius_1p5x_c095,topbrain,topcow_mr_027,18,0,160,80,6,4,1,2,3
radius_1p5x_c095,topbrain,topcow_mr_027,19,0,160,117,8,5,2,2,4
radius_1p5x_c095,topbrain,topcow_mr_027,20,0,200,0,11,8,0,5,6
radius_1p5x_c095,topbrain,topcow_mr_027,21,0,200,40,11,9,0,7,4
radius_1p5x_c095,topbrain,topcow_mr_027,22,0,200,80,8,6,2,4,2
radius_1p5x_c095,topbrain,topcow_mr_027,23,0,200,117,8,6,2,4,2
radius_1p5x_c095,topbrain,topcow_mr_027,24,0,240,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,25,0,240,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,26,0,240,80,8,7,1,6,1
radius_1p5x_c095,topbrain,topcow_mr_027,27,0,240,117,8,7,1,6,1
radius_1p5x_c095,topbrain,topcow_mr_027,28,0,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,29,0,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,30,0,280,80,8,6,0,4,4
radius_1p5x_c095,topbrain,topcow_mr_027,31,0,280,117,10,9,3,4,3
radius_1p5x_c095,topbrain,topcow_mr_027,32,0,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,33,0,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,34,0,320,80,8,6,0,4,4
radius_1p5x_c095,topbrain,topcow_mr_027,35,0,320,117,14,13,5,6,3
radius_1p5x_c095,topbrain,topcow_mr_027,36,0,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,37,0,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,38,0,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,39,0,360,117,6,4,1,2,3
radius_1p5x_c095,topbrain,topcow_mr_027,40,0,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,41,0,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,42,0,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,43,0,400,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,44,0,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,45,0,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,46,0,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,47,0,440,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,48,0,480,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,49,0,480,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,50,0,480,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,51,0,480,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,52,0,520,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,53,0,520,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,54,0,520,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,55,0,520,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,56,0,533,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,57,0,533,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,58,0,533,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,59,0,533,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,60,40,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,61,40,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,62,40,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,63,40,0,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,64,40,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,65,40,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,66,40,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,67,40,40,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,68,40,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,69,40,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,70,40,80,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,71,40,80,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,72,40,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,73,40,120,40,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_027,74,40,120,80,27,25,5,18,4
radius_1p5x_c095,topbrain,topcow_mr_027,75,40,120,117,24,21,3,15,6
radius_1p5x_c095,topbrain,topcow_mr_027,76,40,160,0,7,6,0,5,2
radius_1p5x_c095,topbrain,topcow_mr_027,77,40,160,40,6,5,0,4,2
radius_1p5x_c095,topbrain,topcow_mr_027,78,40,160,80,42,40,10,18,14
radius_1p5x_c095,topbrain,topcow_mr_027,79,40,160,117,40,37,7,22,11
radius_1p5x_c095,topbrain,topcow_mr_027,80,40,200,0,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_027,81,40,200,40,2,1,0,0,2
radius_1p5x_c095,topbrain,topcow_mr_027,82,40,200,80,69,68,20,31,18
radius_1p5x_c095,topbrain,topcow_mr_027,83,40,200,117,61,60,17,29,15
radius_1p5x_c095,topbrain,topcow_mr_027,84,40,240,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,85,40,240,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,86,40,240,80,62,63,16,35,11
radius_1p5x_c095,topbrain,topcow_mr_027,87,40,240,117,62,63,16,35,11
radius_1p5x_c095,topbrain,topcow_mr_027,88,40,280,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,89,40,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,90,40,280,80,30,26,5,14,11
radius_1p5x_c095,topbrain,topcow_mr_027,91,40,280,117,34,32,8,16,10
radius_1p5x_c095,topbrain,topcow_mr_027,92,40,320,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,93,40,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,94,40,320,80,15,12,0,9,6
radius_1p5x_c095,topbrain,topcow_mr_027,95,40,320,117,23,21,4,13,6
radius_1p5x_c095,topbrain,topcow_mr_027,96,40,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,97,40,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,98,40,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,99,40,360,117,7,5,1,3,3
radius_1p5x_c095,topbrain,topcow_mr_027,100,40,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,101,40,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,102,40,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,103,40,400,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,104,40,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,105,40,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,106,40,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,107,40,440,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,108,40,480,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,109,40,480,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,110,40,480,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,111,40,480,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,112,40,520,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,113,40,520,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,114,40,520,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,115,40,520,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,116,40,533,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,117,40,533,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,118,40,533,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,119,40,533,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,120,80,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,121,80,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,122,80,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,123,80,0,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,124,80,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,125,80,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,126,80,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,127,80,40,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,128,80,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,129,80,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,130,80,80,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,131,80,80,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,132,80,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,133,80,120,40,5,4,0,3,2
radius_1p5x_c095,topbrain,topcow_mr_027,134,80,120,80,29,26,3,18,8
radius_1p5x_c095,topbrain,topcow_mr_027,135,80,120,117,31,28,5,17,9
radius_1p5x_c095,topbrain,topcow_mr_027,136,80,160,0,15,13,0,11,4
radius_1p5x_c095,topbrain,topcow_mr_027,137,80,160,40,14,13,0,12,2
radius_1p5x_c095,topbrain,topcow_mr_027,138,80,160,80,62,62,15,34,13
radius_1p5x_c095,topbrain,topcow_mr_027,139,80,160,117,55,55,11,36,8
radius_1p5x_c095,topbrain,topcow_mr_027,140,80,200,0,17,13,0,9,8
radius_1p5x_c095,topbrain,topcow_mr_027,141,80,200,40,12,10,0,8,4
radius_1p5x_c095,topbrain,topcow_mr_027,142,80,200,80,63,64,18,27,18
radius_1p5x_c095,topbrain,topcow_mr_027,143,80,200,117,57,56,14,25,18
radius_1p5x_c095,topbrain,topcow_mr_027,144,80,240,0,5,3,0,1,4
radius_1p5x_c095,topbrain,topcow_mr_027,145,80,240,40,3,2,0,1,2
radius_1p5x_c095,topbrain,topcow_mr_027,146,80,240,80,55,58,16,27,12
radius_1p5x_c095,topbrain,topcow_mr_027,147,80,240,117,57,61,16,31,10
radius_1p5x_c095,topbrain,topcow_mr_027,148,80,280,0,3,2,1,1,1
radius_1p5x_c095,topbrain,topcow_mr_027,149,80,280,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,150,80,280,80,24,22,5,10,9
radius_1p5x_c095,topbrain,topcow_mr_027,151,80,280,117,28,28,6,16,6
radius_1p5x_c095,topbrain,topcow_mr_027,152,80,320,0,2,1,1,0,1
radius_1p5x_c095,topbrain,topcow_mr_027,153,80,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,154,80,320,80,6,5,0,4,2
radius_1p5x_c095,topbrain,topcow_mr_027,155,80,320,117,10,8,0,6,4
radius_1p5x_c095,topbrain,topcow_mr_027,156,80,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,157,80,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,158,80,360,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,159,80,360,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,160,80,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,161,80,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,162,80,400,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,163,80,400,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,164,80,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,165,80,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,166,80,440,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,167,80,440,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,168,80,480,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,169,80,480,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,170,80,480,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,171,80,480,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,172,80,520,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,173,80,520,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,174,80,520,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,175,80,520,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,176,80,533,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,177,80,533,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,178,80,533,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,179,80,533,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,180,120,0,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,181,120,0,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,182,120,0,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,183,120,0,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,184,120,40,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,185,120,40,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,186,120,40,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,187,120,40,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,188,120,80,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,189,120,80,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,190,120,80,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,191,120,80,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,192,120,120,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,193,120,120,40,2,1,1,0,1
radius_1p5x_c095,topbrain,topcow_mr_027,194,120,120,80,17,15,2,11,4
radius_1p5x_c095,topbrain,topcow_mr_027,195,120,120,117,18,15,2,10,6
radius_1p5x_c095,topbrain,topcow_mr_027,196,120,160,0,10,8,0,6,4
radius_1p5x_c095,topbrain,topcow_mr_027,197,120,160,40,10,8,0,6,4
radius_1p5x_c095,topbrain,topcow_mr_027,198,120,160,80,27,26,6,13,8
radius_1p5x_c095,topbrain,topcow_mr_027,199,120,160,117,26,22,2,16,8
radius_1p5x_c095,topbrain,topcow_mr_027,200,120,200,0,11,9,1,7,3
radius_1p5x_c095,topbrain,topcow_mr_027,201,120,200,40,13,10,0,7,6
radius_1p5x_c095,topbrain,topcow_mr_027,202,120,200,80,14,10,3,2,9
radius_1p5x_c095,topbrain,topcow_mr_027,203,120,200,117,4,3,0,2,2
radius_1p5x_c095,topbrain,topcow_mr_027,204,120,240,0,10,7,2,4,4
radius_1p5x_c095,topbrain,topcow_mr_027,205,120,240,40,22,18,3,10,9
radius_1p5x_c095,topbrain,topcow_mr_027,206,120,240,80,18,14,3,6,9
radius_1p5x_c095,topbrain,topcow_mr_027,207,120,240,117,4,2,0,0,4
radius_1p5x_c095,topbrain,topcow_mr_027,208,120,280,0,12,9,3,6,3
radius_1p5x_c095,topbrain,topcow_mr_027,209,120,280,40,15,12,1,9,5
radius_1p5x_c095,topbrain,topcow_mr_027,210,120,280,80,13,10,0,7,6
radius_1p5x_c095,topbrain,topcow_mr_027,211,120,280,117,5,3,0,1,4
radius_1p5x_c095,topbrain,topcow_mr_027,212,120,320,0,2,1,1,0,1
radius_1p5x_c095,topbrain,topcow_mr_027,213,120,320,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,214,120,320,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,215,120,320,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,216,120,360,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,217,120,360,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,218,120,360,80,11,9,0,7,4
radius_1p5x_c095,topbrain,topcow_mr_027,219,120,360,117,11,9,0,7,4
radius_1p5x_c095,topbrain,topcow_mr_027,220,120,400,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,221,120,400,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,222,120,400,80,17,15,1,13,3
radius_1p5x_c095,topbrain,topcow_mr_027,223,120,400,117,17,15,1,13,3
radius_1p5x_c095,topbrain,topcow_mr_027,224,120,440,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,225,120,440,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,226,120,440,80,4,3,1,2,1
radius_1p5x_c095,topbrain,topcow_mr_027,227,120,440,117,4,3,1,2,1
radius_1p5x_c095,topbrain,topcow_mr_027,228,120,480,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,229,120,480,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,230,120,480,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,231,120,480,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,232,120,520,0,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,233,120,520,40,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,234,120,520,80,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,235,120,520,117,0,0,0,0,0
radius_1p5x_c095,topbrain,topcow_mr_027,236,120,533,0,0,0,0,0,0
