index,dataset,modality,split,subject,image,label,shape_x,shape_y,shape_z,spacing_x,spacing_y,spacing_z
209,topbrain,ct,train,topcow_ct_016,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_016_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_016.nii.gz,306,365,182,0.43164062,0.43164062,0.75
210,topbrain,ct,train,topcow_ct_017,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_017_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_017.nii.gz,319,430,527,0.4375,0.4375,0.29998779
211,topbrain,ct,train,topcow_ct_018,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_018_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_018.nii.gz,286,379,202,0.48242188,0.48242188,0.75
212,topbrain,ct,train,topcow_ct_020,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTr_topbrain_ct/topcow_ct_020_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTr_topbrain_ct/topcow_ct_020.nii.gz,290,387,200,0.4609375,0.4609375,0.75
213,topbrain,ct,test,topcow_ct_021,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_021_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_021.nii.gz,275,345,205,0.4921875,0.4921875,0.70001221
214,topbrain,ct,test,topcow_ct_022,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_022_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_022.nii.gz,287,351,224,0.48632812,0.48632812,0.70001221
215,topbrain,ct,test,topcow_ct_023,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_023_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_023.nii.gz,338,396,204,0.41992188,0.41992188,0.70001221
216,topbrain,ct,test,topcow_ct_024,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_024_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_024.nii.gz,300,366,223,0.45117188,0.45117188,0.69995117
217,topbrain,ct,test,topcow_ct_025,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_025_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_025.nii.gz,271,340,206,0.48828125,0.48828125,0.70001221
218,topbrain,ct,test,topcow_ct_026,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_026_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_026.nii.gz,274,316,214,0.48242188,0.48242188,0.70001221
219,topbrain,ct,test,topcow_ct_027,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/imagesTe_topbrain_ct/topcow_ct_027_0000.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/TopBrain_Data_Release_Batches1n2_081425/labelsTe_topbrain_ct/topcow_ct_027.nii.gz,275,360,212,0.48632812,0.48632812,0.70001221
